Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
28.16,49.51,36.1,Sandy,Ground Nuts,32,3,1,10-26-26
38.8,63.61,68.24,Black,Sugarcane,12,0,37,Urea
21.85,44.0,49.66,Clayey,Cotton,11,10,17,14-35-14
35.0,65.39,37.65,Loamy,Sugarcane,18,2,44,DAP
31.91,54.59,63.99,Loamy,Pulses,13,10,10,14-35-14
26.67,55.69,30.74,Loamy,Cotton,23,4,22,10-26-26
26.68,54.5,38.68,Loamy,Tobacco,9,0,13,17-17-17
29.19,60.94,42.0,Red,Oil seeds,27,3,15,20-20
22.27,59.9,51.79,Clayey,Ground Nuts,12,2,11,20-20
37.63,71.29,50.14,Red,Cotton,20,4,22,10-26-26
33.13,70.61,42.85,Loamy,Wheat,18,11,10,DAP
28.6,56.17,57.59,Clayey,Ground Nuts,35,0,4,Urea
34.35,60.57,46.46,Sandy,Pulses,23,0,24,28-28
23.82,53.92,33.92,Clayey,Pulses,46,0,3,Urea
27.76,52.38,36.17,Loamy,Oil seeds,22,3,20,17-17-17
24.68,43.45,57.28,Loamy,Paddy,5,0,18,20-20
24.1,45.69,20.64,Red,Oil seeds,35,0,1,DAP
30.87,65.28,46.28,Clayey,Oil seeds,6,12,12,Urea
33.69,71.85,50.83,Sandy,Millets,31,0,0,28-28
33.65,65.32,70.0,Clayey,Millets,17,2,37,14-35-14
30.33,44.11,26.82,Black,Ground Nuts,14,0,13,DAP
29.74,63.49,44.31,Sandy,Wheat,21,4,26,28-28
26.3,54.13,34.21,Sandy,Pulses,15,0,37,17-17-17
24.96,44.47,66.11,Sandy,Sugarcane,8,0,9,17-17-17
33.57,60.78,51.96,Red,Paddy,16,0,37,10-26-26
33.5,56.07,54.11,Clayey,Oil seeds,14,0,14,10-26-26
30.24,61.77,37.68,Loamy,Tobacco,14,0,16,20-20
37.62,69.05,44.74,Red,Pulses,5,9,31,DAP
25.79,60.67,43.34,Clayey,Paddy,36,0,0,DAP
30.35,60.18,63.97,Sandy,Millets,35,4,1,DAP
31.38,51.49,61.27,Red,Paddy,6,3,38,14-35-14
29.28,71.07,35.67,Black,Sugarcane,12,3,41,Urea
31.0,57.54,48.96,Red,Barley,5,10,26,DAP
33.3,68.18,47.51,Clayey,Ground Nuts,14,18,8,14-35-14
22.85,55.1,29.09,Red,Oil seeds,13,1,43,14-35-14
33.98,62.99,50.43,Sandy,Barley,10,0,9,20-20
28.82,62.48,20.0,Black,Millets,14,0,10,14-35-14
29.99,66.83,47.07,Loamy,Paddy,9,0,37,Urea
34.18,67.07,58.67,Loamy,Tobacco,19,3,39,17-17-17
40.0,67.75,56.43,Loamy,Barley,38,4,0,14-35-14
32.67,56.77,40.22,Clayey,Maize,38,0,0,17-17-17
22.13,50.96,59.06,Clayey,Cotton,8,0,10,Urea
24.84,53.53,34.79,Sandy,Millets,19,14,6,17-17-17
30.24,58.88,49.24,Loamy,Tobacco,20,0,23,14-35-14
25.81,58.56,40.21,Black,Wheat,20,1,19,Urea
34.23,69.79,65.57,Clayey,Paddy,12,0,40,17-17-17
28.67,57.67,21.0,Clayey,Millets,40,0,1,20-20
30.8,55.01,25.0,Black,Oil seeds,35,0,0,17-17-17
31.14,57.5,63.08,Loamy,Cotton,35,0,0,DAP
33.11,67.57,32.21,Loamy,Wheat,4,12,30,DAP
31.43,63.1,43.59,Black,Pulses,7,6,29,14-35-14
29.73,59.06,69.92,Sandy,Millets,5,14,31,DAP
21.23,46.1,36.59,Black,Ground Nuts,8,10,15,14-35-14
28.01,50.89,20.0,Loamy,Millets,10,0,39,20-20
23.56,57.65,42.16,Red,Cotton,30,0,0,DAP
32.72,58.96,60.48,Black,Pulses,37,1,3,20-20
31.16,48.63,20.19,Sandy,Oil seeds,37,0,1,28-28
29.76,64.65,52.47,Red,Oil seeds,28,0,17,10-26-26
36.17,68.75,32.62,Black,Cotton,38,0,0,14-35-14
26.1,47.54,20.66,Loamy,Cotton,11,2,11,20-20
33.77,48.38,32.49,Loamy,Cotton,6,11,20,14-35-14
25.64,55.98,37.32,Red,Maize,27,0,19,14-35-14
21.73,48.03,43.37,Sandy,Maize,4,14,15,20-20
28.89,46.84,27.93,Loamy,Wheat,26,0,16,14-35-14
33.59,51.12,39.54,Black,Wheat,18,4,43,17-17-17
26.21,66.15,51.0,Red,Wheat,10,10,11,20-20
39.86,71.81,57.26,Red,Oil seeds,36,0,0,20-20
26.38,63.29,52.18,Clayey,Ground Nuts,21,4,20,14-35-14
25.54,62.93,36.09,Loamy,Paddy,40,3,0,14-35-14
27.38,60.32,50.76,Sandy,Pulses,5,13,26,14-35-14
23.59,52.26,42.23,Sandy,Sugarcane,20,1,25,20-20
33.97,49.49,35.62,Clayey,Maize,12,0,13,14-35-14
33.16,51.42,47.39,Loamy,Cotton,10,3,5,17-17-17
25.25,46.12,56.39,Black,Cotton,36,4,1,Urea
28.82,61.5,42.75,Clayey,Ground Nuts,18,1,11,DAP
30.93,67.78,70.0,Black,Ground Nuts,10,9,24,Urea
34.27,65.79,45.96,Black,Oil seeds,16,0,13,10-26-26
28.52,52.04,64.54,Black,Paddy,35,4,0,Urea
26.18,60.1,34.98,Loamy,Cotton,20,0,20,DAP
30.19,67.0,24.65,Sandy,Cotton,10,0,37,20-20
26.15,56.28,48.04,Black,Cotton,18,0,20,28-28
26.51,50.62,55.85,Sandy,Maize,10,6,27,DAP
32.89,53.28,63.35,Black,Millets,12,3,42,Urea
31.36,66.66,46.26,Clayey,Ground Nuts,18,0,23,17-17-17
25.37,51.4,67.69,Red,Ground Nuts,13,0,35,20-20
29.14,67.8,49.49,Red,Paddy,20,0,26,10-26-26
29.89,71.8,41.42,Loamy,Paddy,16,0,34,DAP
30.69,55.65,63.02,Clayey,Cotton,11,8,34,Urea
31.52,67.58,32.04,Sandy,Ground Nuts,3,7,27,DAP
26.01,41.55,61.19,Black,Ground Nuts,39,0,0,Urea
30.43,55.84,34.76,Sandy,Paddy,15,0,36,20-20
32.51,62.88,48.48,Loamy,Sugarcane,22,1,18,Urea
27.22,49.1,27.15,Clayey,Oil seeds,2,11,21,28-28
36.5,68.47,38.52,Red,Cotton,11,13,30,Urea
21.59,54.14,68.42,Loamy,Barley,14,0,13,DAP
30.75,52.41,36.1,Clayey,Oil seeds,21,1,25,14-35-14
27.98,51.57,32.44,Sandy,Sugarcane,40,3,4,10-26-26
33.96,52.94,35.23,Sandy,Wheat,19,2,18,Urea
27.85,52.65,33.33,Clayey,Wheat,24,0,13,20-20
26.51,63.74,20.0,Clayey,Wheat,16,0,41,28-28
29.01,58.45,25.72,Red,Barley,17,0,36,Urea
31.19,57.06,56.73,Red,Wheat,10,11,32,14-35-14
24.32,46.37,64.36,Sandy,Ground Nuts,13,8,10,DAP
27.82,58.73,41.49,Loamy,Ground Nuts,11,4,17,20-20
29.29,73.05,60.5,Sandy,Tobacco,12,0,14,17-17-17
33.05,59.1,34.65,Loamy,Wheat,4,7,27,28-28
30.4,60.08,37.04,Loamy,Ground Nuts,41,2,0,10-26-26
26.8,53.34,39.36,Red,Tobacco,12,0,14,Urea
33.99,56.59,20.08,Sandy,Maize,15,0,35,14-35-14
22.1,47.1,47.6,Loamy,Oil seeds,18,1,27,20-20
31.57,49.29,48.02,Sandy,Millets,20,0,20,17-17-17
37.51,57.76,60.62,Black,Paddy,9,6,32,10-26-26
30.49,61.62,43.88,Clayey,Wheat,21,0,21,DAP
33.16,70.77,55.48,Sandy,Tobacco,14,1,43,10-26-26
25.11,67.21,30.73,Clayey,Ground Nuts,7,0,17,10-26-26
32.74,60.15,33.03,Black,Wheat,6,0,32,Urea
27.57,60.24,46.64,Black,Ground Nuts,9,10,19,17-17-17
22.71,50.4,40.46,Black,Pulses,27,2,24,Urea
28.32,57.04,36.82,Black,Pulses,36,2,0,DAP
38.64,60.03,32.44,Sandy,Cotton,38,3,0,28-28
30.56,52.13,44.67,Clayey,Pulses,20,0,16,10-26-26
27.2,46.67,31.41,Clayey,Cotton,9,0,17,10-26-26
29.09,44.8,44.98,Black,Millets,31,0,0,17-17-17
27.56,50.27,33.38,Black,Maize,9,17,17,20-20
29.91,71.44,52.85,Loamy,Millets,5,23,25,Urea
30.04,59.31,23.46,Black,Wheat,37,2,0,Urea
40.0,70.46,49.59,Black,Cotton,11,20,17,DAP
31.02,63.58,48.47,Loamy,Tobacco,5,0,14,DAP
38.72,62.6,32.93,Clayey,Maize,14,0,41,10-26-26
30.61,64.43,45.47,Red,Cotton,25,4,19,10-26-26
30.45,47.88,24.31,Red,Millets,46,3,0,20-20
28.73,61.1,60.49,Black,Oil seeds,8,11,11,17-17-17
28.37,51.61,45.94,Red,Paddy,4,7,30,20-20
25.09,43.46,52.01,Black,Sugarcane,11,0,8,14-35-14
26.06,45.12,29.83,Clayey,Pulses,9,17,19,28-28
27.7,52.81,45.3,Red,Oil seeds,8,20,14,10-26-26
33.17,57.64,31.57,Red,Wheat,18,2,34,Urea
26.6,55.39,57.23,Red,Paddy,34,0,1,17-17-17
24.5,53.2,40.47,Sandy,Sugarcane,6,18,18,DAP
29.08,60.86,42.96,Loamy,Wheat,42,0,0,28-28
34.13,51.37,63.68,Clayey,Pulses,6,14,29,10-26-26
25.24,50.51,43.13,Clayey,Barley,11,0,12,14-35-14
23.91,49.16,24.07,Black,Sugarcane,4,6,28,17-17-17
27.47,58.55,35.02,Loamy,Oil seeds,9,22,11,28-28
26.71,53.04,48.29,Red,Oil seeds,37,0,0,28-28
34.59,63.22,42.17,Clayey,Maize,14,0,41,28-28
25.82,49.88,37.06,Black,Pulses,27,0,18,14-35-14
32.62,66.69,34.48,Loamy,Ground Nuts,23,2,18,DAP
36.46,69.63,49.78,Sandy,Millets,11,2,8,14-35-14
28.63,48.69,39.09,Red,Sugarcane,40,0,1,20-20
31.48,74.48,40.94,Red,Pulses,21,0,24,DAP
30.1,61.63,36.49,Black,Cotton,12,2,28,DAP
28.57,50.92,24.51,Clayey,Ground Nuts,7,10,25,20-20
24.06,52.41,28.87,Black,Tobacco,27,3,18,10-26-26
32.76,50.53,26.65,Sandy,Tobacco,17,4,32,14-35-14
32.02,56.24,36.81,Red,Maize,33,1,0,DAP
27.39,68.54,31.22,Sandy,Cotton,13,0,40,Urea
28.17,44.52,37.4,Sandy,Cotton,27,4,15,DAP
39.6,57.34,40.13,Sandy,Paddy,11,0,36,DAP
27.83,67.66,56.62,Sandy,Barley,14,14,19,10-26-26
26.0,54.8,54.3,Red,Cotton,7,6,30,14-35-14
27.72,53.82,38.47,Clayey,Tobacco,40,1,0,10-26-26
26.97,44.41,51.42,Loamy,Millets,6,21,14,DAP
34.47,63.73,36.79,Red,Sugarcane,14,0,35,20-20
39.41,72.15,42.56,Black,Millets,8,17,16,20-20
35.0,63.21,33.69,Red,Pulses,6,15,18,DAP
33.33,65.37,31.42,Black,Sugarcane,39,0,4,10-26-26
37.4,66.12,61.2,Loamy,Millets,23,0,22,17-17-17
21.33,59.53,34.34,Red,Pulses,11,0,17,28-28
31.46,62.0,46.01,Black,Barley,9,13,17,Urea
33.94,65.0,36.07,Red,Sugarcane,44,0,4,10-26-26
31.36,59.58,69.23,Sandy,Maize,16,0,34,20-20
26.24,43.51,41.0,Red,Sugarcane,25,4,23,20-20
37.57,60.17,47.52,Clayey,Paddy,8,13,14,14-35-14
31.62,67.35,40.08,Loamy,Cotton,12,16,11,DAP
32.76,52.66,70.0,Clayey,Tobacco,18,4,30,20-20
33.93,52.27,42.0,Clayey,Wheat,15,0,37,28-28
40.0,71.21,45.73,Clayey,Sugarcane,38,0,2,DAP
33.55,59.39,30.38,Clayey,Maize,14,0,34,17-17-17
31.97,58.12,24.71,Sandy,Barley,25,1,19,Urea
37.0,55.83,42.57,Black,Tobacco,23,0,18,10-26-26
22.38,50.14,29.26,Red,Ground Nuts,17,3,44,Urea
29.83,52.91,34.01,Sandy,Wheat,11,4,9,20-20
34.6,57.76,33.56,Sandy,Wheat,18,0,42,Urea
24.63,50.31,63.27,Sandy,Sugarcane,36,0,0,17-17-17
28.46,54.38,40.69,Loamy,Cotton,22,0,25,14-35-14
34.16,69.55,53.12,Clayey,Sugarcane,5,6,23,28-28
28.72,55.54,27.69,Sandy,Sugarcane,39,0,3,28-28
34.75,56.36,27.64,Black,Cotton,3,16,21,Urea
27.34,54.86,36.42,Clayey,Cotton,28,3,21,20-20
31.48,49.9,41.72,Sandy,Wheat,38,0,0,17-17-17
32.2,53.44,28.81,Sandy,Maize,12,1,15,28-28
32.88,64.12,33.49,Red,Ground Nuts,9,0,36,Urea
27.04,49.54,35.64,Loamy,Cotton,13,0,12,28-28
34.58,65.76,56.38,Sandy,Millets,18,4,40,17-17-17
32.86,71.74,67.98,Clayey,Cotton,15,13,19,28-28
29.02,43.2,31.33,Sandy,Barley,34,0,4,Urea
35.62,63.55,49.96,Clayey,Tobacco,13,2,36,Urea
26.47,64.77,23.03,Red,Millets,8,20,12,Urea
30.32,69.9,51.72,Black,Sugarcane,5,6,29,10-26-26
37.98,63.73,31.31,Loamy,Tobacco,13,4,37,14-35-14
24.99,55.26,37.78,Clayey,Oil seeds,9,18,13,DAP
27.03,63.04,37.86,Sandy,Maize,28,0,22,17-17-17
27.0,44.44,50.65,Sandy,Wheat,25,0,14,28-28
22.74,59.33,60.29,Sandy,Cotton,14,0,4,DAP
33.12,67.93,44.16,Sandy,Paddy,16,18,15,10-26-26
28.82,49.32,54.64,Black,Paddy,14,1,39,10-26-26
26.84,60.73,44.94,Clayey,Wheat,36,0,0,17-17-17
33.36,58.08,48.3,Black,Tobacco,9,14,17,17-17-17
26.54,64.11,37.2,Sandy,Tobacco,8,9,34,14-35-14
24.72,63.9,39.65,Sandy,Pulses,15,21,11,20-20
23.56,60.5,36.73,Loamy,Millets,9,0,5,20-20
30.38,63.85,24.8,Red,Sugarcane,11,14,16,10-26-26
28.1,59.34,39.97,Loamy,Sugarcane,4,18,16,17-17-17
27.21,55.78,28.17,Red,Ground Nuts,7,6,27,Urea
34.83,66.32,48.03,Black,Pulses,18,0,21,Urea
27.7,55.91,25.34,Loamy,Millets,38,0,0,10-26-26
24.39,46.09,36.57,Black,Cotton,26,4,26,10-26-26
36.99,77.28,25.49,Black,Wheat,9,0,37,10-26-26
32.44,66.7,44.68,Black,Sugarcane,6,2,14,14-35-14
34.35,65.77,49.74,Clayey,Pulses,22,1,20,28-28
31.54,64.72,32.88,Loamy,Paddy,6,10,27,28-28
31.63,63.91,42.19,Red,Wheat,40,4,1,10-26-26
32.04,75.94,20.1,Black,Wheat,8,6,27,10-26-26
28.35,58.1,36.8,Loamy,Ground Nuts,34,4,0,28-28
30.62,58.67,46.57,Sandy,Wheat,14,0,9,20-20
25.71,43.52,40.7,Loamy,Oil seeds,15,0,34,Urea
33.22,60.99,43.26,Red,Oil seeds,37,0,3,Urea
29.92,50.28,36.3,Clayey,Ground Nuts,32,0,2,Urea
26.25,53.05,28.22,Sandy,Sugarcane,7,3,9,Urea
27.4,59.79,36.45,Loamy,Paddy,12,0,11,10-26-26
39.29,62.84,52.03,Red,Millets,3,7,32,17-17-17
27.21,58.5,64.74,Black,Pulses,13,4,31,14-35-14
28.88,60.38,31.01,Red,Wheat,12,0,40,14-35-14
26.97,51.01,56.59,Loamy,Oil seeds,14,4,11,10-26-26
30.38,63.18,56.23,Loamy,Tobacco,12,11,26,14-35-14
36.01,67.22,35.57,Red,Tobacco,35,0,0,DAP
33.67,56.87,39.33,Sandy,Oil seeds,25,0,23,20-20
37.68,54.79,33.81,Sandy,Sugarcane,15,0,45,Urea
22.12,45.25,38.99,Red,Tobacco,7,12,19,17-17-17
32.18,53.93,42.41,Clayey,Wheat,16,0,14,14-35-14
33.87,55.06,65.59,Red,Oil seeds,11,0,9,Urea
29.63,72.87,59.15,Clayey,Paddy,8,11,28,Urea
24.32,45.16,50.1,Sandy,Paddy,9,3,38,DAP
27.86,59.09,26.75,Black,Paddy,4,20,24,10-26-26
25.48,58.52,38.7,Clayey,Cotton,14,2,31,28-28
37.88,62.19,32.88,Loamy,Paddy,7,0,36,DAP
32.84,55.64,38.3,Black,Pulses,33,4,3,28-28
29.85,63.07,35.41,Sandy,Pulses,9,2,36,DAP
24.47,48.15,50.29,Clayey,Pulses,18,0,19,20-20
25.43,56.68,51.55,Red,Wheat,24,0,14,14-35-14
32.52,76.7,58.47,Sandy,Tobacco,18,0,42,14-35-14
22.93,53.13,31.62,Red,Wheat,35,0,0,Urea
27.23,57.59,62.86,Loamy,Paddy,13,7,26,Urea
34.29,77.99,23.79,Loamy,Paddy,8,1,11,10-26-26
35.01,59.29,60.12,Loamy,Oil seeds,4,10,29,14-35-14
28.79,50.73,37.84,Black,Ground Nuts,30,1,2,10-26-26
25.3,56.4,43.77,Black,Ground Nuts,20,3,22,DAP
29.81,61.85,63.84,Clayey,Maize,12,10,33,10-26-26
35.87,58.52,45.11,Loamy,Cotton,15,14,14,28-28
21.58,47.1,30.17,Sandy,Paddy,35,0,0,Urea
34.09,58.05,39.69,Clayey,Pulses,6,1,5,20-20
26.72,58.52,62.69,Clayey,Paddy,11,3,12,Urea
22.04,58.49,29.03,Loamy,Ground Nuts,8,19,17,14-35-14
22.5,51.88,36.58,Loamy,Millets,41,0,2,10-26-26
38.05,71.56,50.94,Clayey,Ground Nuts,11,9,15,10-26-26
28.21,59.97,54.67,Red,Tobacco,6,2,5,DAP
35.11,69.12,38.09,Red,Oil seeds,7,4,24,DAP
33.34,55.54,24.95,Loamy,Millets,18,0,22,10-26-26
28.36,53.52,39.93,Sandy,Barley,22,0,20,28-28
30.1,74.95,61.83,Sandy,Sugarcane,20,2,22,Urea
28.07,60.67,37.38,Clayey,Wheat,5,8,27,20-20
27.75,63.56,36.82,Black,Tobacco,14,4,8,DAP
30.96,49.06,48.58,Red,Maize,20,1,23,10-26-26
34.57,67.12,53.8,Loamy,Barley,11,9,32,Urea
24.58,66.09,47.42,Clayey,Millets,22,0,25,Urea
25.28,48.9,53.75,Loamy,Millets,27,4,22,10-26-26
21.29,52.95,54.28,Black,Oil seeds,15,3,12,28-28
34.65,67.45,27.77,Clayey,Pulses,13,3,37,DAP
32.71,63.72,42.47,Red,Barley,41,0,0,DAP
31.56,58.38,47.62,Red,Maize,44,0,4,10-26-26
29.88,57.23,30.93,Red,Maize,36,2,0,DAP
29.61,74.1,58.36,Clayey,Tobacco,40,0,1,10-26-26
27.26,59.75,46.54,Black,Sugarcane,24,0,25,28-28
31.1,59.38,64.58,Black,Millets,20,0,20,20-20
27.62,42.65,34.2,Red,Ground Nuts,19,13,15,DAP
23.39,51.7,38.58,Sandy,Sugarcane,17,0,40,Urea
30.76,65.37,56.76,Black,Wheat,8,0,41,14-35-14
27.59,52.68,22.3,Black,Tobacco,16,1,43,17-17-17
29.22,56.15,58.3,Clayey,Paddy,7,0,14,17-17-17
29.0,51.21,32.58,Sandy,Barley,12,0,14,Urea
29.99,59.24,41.71,Loamy,Paddy,12,4,12,Urea
30.55,55.03,34.97,Sandy,Sugarcane,3,19,13,17-17-17
28.25,51.77,37.97,Loamy,Sugarcane,25,0,26,10-26-26
21.43,41.07,57.57,Red,Tobacco,12,1,5,14-35-14
22.87,46.84,31.51,Sandy,Oil seeds,22,0,19,20-20
37.21,59.96,69.61,Loamy,Paddy,24,3,15,10-26-26
32.81,69.92,24.3,Clayey,Pulses,8,11,29,DAP
26.37,67.22,61.02,Black,Wheat,10,0,39,20-20
33.72,60.97,44.56,Sandy,Wheat,8,12,20,20-20
24.53,55.6,43.85,Black,Barley,12,5,27,10-26-26
25.84,58.46,68.74,Loamy,Tobacco,6,9,33,20-20
20.28,44.28,64.04,Black,Maize,33,4,0,17-17-17
32.16,62.49,27.24,Black,Cotton,12,0,36,Urea
23.79,54.8,34.58,Black,Oil seeds,46,3,0,17-17-17
27.6,61.91,38.15,Sandy,Oil seeds,22,0,22,DAP
38.17,72.1,28.01,Red,Oil seeds,10,0,34,28-28
27.77,55.5,48.92,Red,Wheat,12,12,24,20-20
30.42,47.39,30.58,Clayey,Sugarcane,9,15,22,28-28
32.29,54.87,41.39,Clayey,Pulses,26,3,19,DAP
32.93,56.43,53.21,Black,Ground Nuts,8,8,34,28-28
22.42,43.59,46.16,Sandy,Pulses,1,23,15,28-28
23.83,55.37,70.0,Clayey,Cotton,40,0,0,Urea
29.0,67.64,61.06,Black,Sugarcane,18,1,36,28-28
24.87,60.88,70.0,Black,Cotton,18,0,39,28-28
40.0,78.73,39.93,Red,Sugarcane,11,8,31,17-17-17
26.64,60.11,29.46,Loamy,Maize,38,0,3,14-35-14
28.5,54.54,57.79,Loamy,Tobacco,9,10,32,Urea
25.4,49.86,56.53,Black,Maize,35,0,0,20-20
26.35,59.75,53.03,Loamy,Cotton,14,0,39,Urea
30.08,70.31,42.74,Sandy,Pulses,6,0,30,10-26-26
32.45,71.13,36.11,Sandy,Barley,10,0,35,28-28
26.64,54.15,42.1,Clayey,Oil seeds,41,3,0,10-26-26
26.97,51.74,34.74,Red,Maize,35,0,3,Urea
30.48,61.59,24.88,Loamy,Barley,9,18,16,Urea
28.25,54.87,56.78,Red,Ground Nuts,5,6,24,20-20
27.53,40.07,31.84,Sandy,Pulses,14,10,15,28-28
39.78,63.55,29.54,Clayey,Pulses,6,7,29,17-17-17
32.23,74.54,32.4,Sandy,Wheat,7,3,32,Urea
29.54,68.62,31.48,Red,Pulses,39,0,2,17-17-17
28.58,50.54,54.24,Sandy,Cotton,8,7,26,14-35-14
32.26,74.11,50.32,Clayey,Tobacco,44,0,0,DAP
33.95,50.1,43.41,Clayey,Maize,10,0,11,20-20
27.46,56.08,46.59,Red,Wheat,14,11,33,Urea
28.55,51.94,70.0,Clayey,Millets,31,3,3,14-35-14
31.04,62.08,37.18,Black,Paddy,25,2,23,Urea
35.4,62.35,43.09,Sandy,Ground Nuts,10,12,14,14-35-14
30.35,64.59,65.36,Loamy,Maize,5,8,28,28-28
23.84,40.24,61.13,Sandy,Wheat,12,3,5,14-35-14
31.09,60.88,24.64,Sandy,Cotton,17,0,16,Urea
32.89,59.55,40.12,Sandy,Paddy,41,0,0,28-28
35.21,59.99,52.74,Loamy,Paddy,12,12,12,28-28
25.58,52.45,68.83,Black,Millets,42,0,0,Urea
25.2,53.17,48.13,Loamy,Paddy,6,2,9,28-28
27.49,58.98,48.37,Red,Wheat,11,8,31,17-17-17
32.08,71.52,31.79,Black,Maize,24,0,27,DAP
26.85,59.85,50.57,Red,Maize,10,12,29,20-20
30.72,67.49,51.07,Red,Pulses,11,1,39,17-17-17
31.74,69.49,64.58,Clayey,Millets,6,2,34,10-26-26
39.11,68.35,24.92,Sandy,Ground Nuts,7,4,36,17-17-17
28.91,63.15,33.04,Red,Pulses,9,3,41,17-17-17
27.52,67.88,39.25,Black,Tobacco,37,0,0,14-35-14
25.41,59.6,47.88,Loamy,Barley,25,0,22,17-17-17
32.18,68.67,33.89,Red,Wheat,36,2,0,10-26-26
26.93,61.89,55.88,Loamy,Wheat,8,11,13,20-20
34.46,54.47,58.14,Loamy,Sugarcane,8,10,10,20-20
37.11,57.52,59.83,Black,Oil seeds,37,0,0,28-28
25.4,51.85,40.41,Clayey,Barley,17,0,20,10-26-26
23.08,56.85,34.73,Red,Ground Nuts,33,0,1,10-26-26
29.05,51.18,54.12,Black,Millets,12,4,14,17-17-17
30.88,62.0,46.07,Red,Pulses,45,0,0,Urea
36.5,67.29,49.74,Loamy,Paddy,25,0,18,20-20
35.86,73.75,44.57,Loamy,Ground Nuts,43,2,0,10-26-26
26.9,58.33,26.84,Black,Tobacco,10,10,30,28-28
29.43,42.85,61.97,Clayey,Wheat,34,0,0,10-26-26
23.2,42.49,28.19,Loamy,Cotton,11,0,38,28-28
37.57,63.17,70.0,Loamy,Maize,20,0,19,20-20
31.68,62.82,43.85,Loamy,Sugarcane,18,1,15,20-20
31.14,61.64,50.47,Red,Oil seeds,19,2,18,28-28
24.57,61.8,37.23,Loamy,Wheat,11,0,14,20-20
28.82,61.83,41.27,Red,Tobacco,8,5,27,14-35-14
34.14,52.29,37.41,Red,Barley,44,0,0,Urea
32.65,70.55,41.48,Clayey,Wheat,37,0,0,DAP
32.84,66.23,49.59,Black,Ground Nuts,1,19,22,14-35-14
29.04,61.31,47.24,Loamy,Oil seeds,25,3,18,DAP
32.43,58.32,61.02,Sandy,Wheat,36,1,0,14-35-14
34.77,69.36,44.88,Clayey,Ground Nuts,36,0,0,14-35-14
29.15,57.25,55.55,Clayey,Sugarcane,21,0,16,28-28
39.99,72.77,49.75,Sandy,Paddy,9,0,32,Urea
32.34,52.54,32.24,Black,Paddy,7,0,13,17-17-17
35.63,59.21,51.58,Loamy,Sugarcane,40,0,0,20-20
34.29,63.96,28.02,Loamy,Cotton,1,20,20,DAP
24.99,51.26,34.71,Sandy,Ground Nuts,6,3,29,20-20
25.09,62.93,34.08,Black,Millets,16,0,38,20-20
29.11,56.91,62.25,Black,Ground Nuts,26,3,24,10-26-26
30.58,61.29,60.2,Black,Tobacco,5,3,32,14-35-14
24.25,57.38,30.23,Sandy,Paddy,21,1,18,10-26-26
24.2,55.48,57.9,Black,Barley,14,0,37,DAP
20.69,57.12,59.85,Sandy,Tobacco,13,2,9,10-26-26
27.56,67.78,36.61,Red,Millets,10,11,28,10-26-26
21.97,48.06,43.61,Loamy,Cotton,27,0,17,Urea
36.42,59.37,37.49,Red,Paddy,22,0,15,17-17-17
33.72,57.94,36.36,Black,Oil seeds,16,0,38,DAP
36.86,66.97,28.44,Clayey,Ground Nuts,14,0,36,17-17-17
20.76,48.98,63.92,Black,Tobacco,12,16,10,20-20
35.38,56.76,21.51,Black,Millets,37,0,0,20-20
28.96,64.48,27.52,Clayey,Oil seeds,14,15,12,14-35-14
28.62,45.89,61.45,Sandy,Cotton,9,2,7,Urea
32.64,66.3,39.89,Black,Ground Nuts,14,20,17,20-20
35.16,73.41,48.63,Clayey,Paddy,13,17,18,DAP
23.55,54.07,32.68,Loamy,Pulses,16,2,17,Urea
27.06,59.18,59.42,Black,Tobacco,9,1,4,10-26-26
22.0,57.32,45.85,Sandy,Tobacco,5,17,18,28-28
31.75,57.58,30.58,Clayey,Paddy,0,19,18,14-35-14
29.11,60.77,61.25,Red,Sugarcane,10,0,41,28-28
28.85,63.24,39.74,Red,Oil seeds,27,0,19,28-28
30.29,53.7,25.09,Loamy,Wheat,4,4,26,DAP
33.04,63.52,47.86,Black,Paddy,7,0,8,Urea
21.37,53.85,26.22,Sandy,Ground Nuts,4,17,17,DAP
34.88,62.36,57.79,Clayey,Pulses,36,0,0,20-20
27.81,66.3,59.63,Clayey,Cotton,18,1,35,Urea
26.02,65.02,48.03,Loamy,Barley,7,9,15,Urea
24.9,59.13,55.71,Loamy,Tobacco,6,0,12,DAP
39.86,74.47,42.82,Red,Barley,9,10,29,10-26-26
34.01,55.99,29.3,Sandy,Wheat,24,0,24,28-28
32.69,57.68,48.14,Loamy,Paddy,39,0,0,10-26-26
31.99,47.84,39.57,Black,Maize,40,2,1,17-17-17
39.59,72.27,42.36,Sandy,Wheat,43,0,0,DAP
29.71,48.75,26.24,Loamy,Tobacco,33,1,0,Urea
32.0,72.09,42.61,Loamy,Millets,22,0,22,28-28
39.03,74.51,65.94,Loamy,Wheat,18,0,37,10-26-26
39.83,65.33,33.3,Sandy,Cotton,9,0,10,10-26-26
30.53,70.52,56.87,Sandy,Ground Nuts,8,13,25,17-17-17
37.44,60.97,52.15,Red,Wheat,4,12,31,17-17-17
25.65,56.93,32.12,Clayey,Sugarcane,40,3,0,Urea
28.01,69.54,20.78,Loamy,Paddy,37,3,0,10-26-26
27.33,52.91,29.81,Loamy,Maize,16,4,40,Urea
